address,city,id,name,state,type,x,y,zip,first_appearance,final_appearance,block_fips,tract_fips
1178 NW Remarkable Dr.,Bend,5707,Monkless Belgian Ales,OR,Brewery,-121.324959,44.085709,97701,2015,2015,410170013002030,41017001300
1019 Brooks St.,Bend,,Bend Brewing Co.,OR,BrewPub,-121.313842,44.060438,97701,2005,2015,410170015004001,41017001500
70 SW Century Dr. 100-464,Bend,2953,GoodLife Brewing Co.,OR,MicroBrewery,-121.331851,44.05073,97701,2012,2015,410170014002029,41017001400
495 NE Bellevue Ave.,Bend,3497,Worthy Brewing Co.,OR,MicroBrewery,-121.262291,44.055637,97701,2014,2015,410170019021012,41017001902
24 NW Greenwood Ave.,Bend,1798,Silver Moon Brewing & Taproom,OR,BrewPub,-121.307611,44.059743,97701,2008,2015,410170016002041,41017001600
64670 Strickler Ave,Bend,,Tumalo Tavern,OR,MicroBrewery,-121.333679,44.148158,97701,2005,2015,410170006003029,41017000600
20750 High Desert Lane,Bend,1848,Wildfire Brewing Co.,OR,MicroBrewery,-121.28509,44.089455,97701,2008,2015,410170011003070,41017001100
1135 NW Galveston Ave.,Bend,2442,10 Barrel Brewing Co.,OR,BrewHouse,-121.328163,44.056443,97701,2011,2015,410170014002006,41017001400
1320 Main St.,Klamath Falls,2421,Klamath Basin Brewing/Creamery Brew Pub & Grill,OR,BrewPub,-121.777093,42.228118,97601,2010,2015,410359718003003,41035971800
13788 Matney Rd.,Klamath Falls,2422,Mia & Pia's Brewing Co.,OR,MicroBrewery,-121.698584,42.101948,97601,2010,2015,410359707001003,41035970700
3545 Summers Lane,Klamath Falls,,Mia & Pia's Pizzeria & Brewhouse,OR,BrewPub,-121.7370651,42.1938525,97601,2005,2015,410359714001006,41035971400
249 N. Redwood Hwy,Cave Junction,,Wild River Brewing & Pizza,OR,BrewPub,-123.6454111,42.1708242,97538,2005,2015,410333616002020,41033361600
422 SW 5th,Grants Pass,,Blue Pine Brewpub,OR,BrewPub,-123.3301442,42.4376526,97526,2005,2006,410333607012012,41033360701
595 NE E St.,Grants Pass,,Wild River Brewing & Pizza,OR,BrewPub,-123.3176716,42.4390232,97526,2005,2015,410333605004043,41033360500
220 SW H St.,Grants Pass,5048,Griess Family Brews,OR,Brewery,-123.3292923,42.4390221,97526,2015,2015,410333607012001,41033360701
533 NE F St.,Grants Pass,1586,Wild River Pub & Publick House,OR,BrewHouse,-123.322,42.4387,97526,2007,2015,410333605004035,41033360500
540 Clover Lane,Ashland,,Caldera Brewing Co.,OR,MicroBrewery,-122.663147,42.184409,97520,2005,2015,410290018003049,41029001800
300 Hersey Street #7,Ashland,3678,Swing Tree Brewing Co.,OR,BrewPub,-122.706051,42.201342,97520,2014,2015,410290018002045,41029001800
31 Water St.,Ashland,2474,Caldera Tap House,OR,BrewHouse,-122.715397,42.198607,97520,2010,2015,410290020002013,41029002000
101 Oak St.,Ashland,,Standing Stone Brewing,OR,BrewPub,-122.7146115,42.1976219,97520,2005,2015,410290020002012,41029002000
1922 United Way,Medford,1923,Southern Oregon Brewing Co.,OR,MicroBrewery,-122.86014,42.356563,97504,2008,2015,410290004062016,41029000406
118 E. 8th St.,Medford,3123,Bricktowne Brewing Co.,OR,BrewPub,-122.872069,42.325385,97504,2012,2014,410290001002046,41029000100
5204 Dobrot Way,Central Point,,Walkabout Brewing Co.,OR,MicroBrewery,-122.925016,42.392252,97502,2005,2014,410290010021023,41029001002
2684 N. Pacific Hwy,Medford,1931,Wild River Brewing & Pizza,OR,BrewHouse,-122.892365,42.349794,97501,2008,2015,410290003002018,41029000300
44 S. Central Ave.,Medford,3123,Bricktowne Brewing Co.,OR,BrewPub,-122.8719069,42.3256491,97501,2015,2015,410290001002047,41029000100
921 Mason Way,Medford,3062,Walkabout Brewpub,OR,BrewPub,-122.902654,42.347667,97501,2013,2015,410290009004057,41029000900
"545 Rossanley Dr., Suite C",Medford,3554,Apocalypse Brewing Co.,OR,MicroBrewery,-122.895619,42.34063,97501,2013,2015,410290008001002,41029000800
100 E. 6th St.,Medford,5493,Portal Brewing Co.,OR,Brewery,-122.8736626,42.3269608,97501,2015,2015,410290001002033,41029000100
25237 Jeans Rd.,Veneta,4663,Plough Monday Organic Brewing & Hops Farm,OR,Brewery,-123.3430827,44.0554199,97487,2015,2015,410390009034023,41039000903
7752 Highway 42,Tenmile,3612,Draper Brewing,OR,MicroBrewery,-123.535957,43.106331,97481,2013,2015,410191700002223,41019170000
980 Kruse Way,Springfield,,Sofia's Restaurant & Bavarian Brewery,OR,BrewPub,-123.0397938,44.0829102,97477,2005,2015,410390021023006,41039002102
346 Main St.,Springfield,3489,Plank Town Brewing Co.,OR,BrewPub,-123.021464,44.046193,97477,2014,2015,410390033023013,41039003302
481 Industrial Drive,Roseburg,,Hawks Brewing Co.,OR,MicroBrewery,-123.3777065,43.1520788,97470,2005,2005,410191500001051,41019150000
481 Industrial Dr.,Roseburg,601,Hawks Brewing Co.,OR,MicroBrewery,-123.377486753,43.1519273124,97470,2006,2007,410191500001051,41019150000
1308 NW Park St.,Roseburg,4739,Two Shy Brewing,OR,MicroBrewery,-123.354907,43.224355,97470,2014,2015,410191200003026,41019120000
3750 Hooker Rd.,Roseburg,4577,Old 99 Brewing Co.,OR,MicroBrewery,-123.353157,43.2540359,97470,2014,2015,410190900002005,41019090000
700 SE Sheridan St.,Roseburg,,Roseburg Station Pub & Brewery,OR,BrewPub,-123.3483314,43.2091816,97470,2005,2015,410191300001047,41019130000
640 SE Jackson St.,Roseburg,3603,Draper Draft House,OR,BrewHouse,-123.344411,43.20846,97470,2013,2015,410191300002018,41019130000
473 Fir Ave.,Reedsport,5168,Defeat River Brewing Co.,OR,Brewery,-124.0980453,43.7023506,97467,2015,2015,410190100002037,41019010000
48329 E. 1st St.,Oakridge,2267,Brewers Union Local 180,OR,BrewPub,-122.45642,43.747721,97463,2009,2015,410390015004075,41039001500
2037 Sherman Ave.,North Bend,1247,Roger's Zoo & Pizzeratorium,OR,BrewPub,-124.223966384,43.4061825157,97459,2006,2011,410110003001009,41011000300
2037 Sherman Avenue,North Bend,,Roger's Zoo & Pizzeratorium,OR,BrewPub,-124.2240186,43.4062273,97459,2005,2005,410110003001009,41011000300
28779 Hunter Creek Loop,Gold Beach,4413,Arch Rock Brewing Co.,OR,MicroBrewery,-124.415465,42.388957,97444,2014,2015,410159502002141,41015950200
1725 Kingwood St.,Florence,1856,Wakonda Brewing,OR,MicroBrewery,-124.109167,43.982233,97439,2009,2013,410390007052000,41039000705
1024 E. Main St.,Cottage Grove,4984,Hard Knocks Brewing,OR,Brewery,-123.0571518,43.7974319,97424,2015,2015,410390013012026,41039001301
247 S. 2nd St.,Coos Bay,4560,7 Devils Brewing Co.,OR,MicroBrewery,-124.2146967,43.3665602,97420,2014,2015,410110007001068,41011000700
"625 Chetco Ave., Suite 120",Brookings,4742,Tight Lines Brewery,OR,Brewery,-124.2822428,42.0523207,97415,2015,2015,410159503023061,41015950302
16279 Highway 101 South,Brookings-Harbor,1930,Wild River Pizza,OR,BrewHouse,-124.2348,42.1311,97415,2008,2013,410159503012044,41015950301
16279 Highway 101 South,Brookings,1930,Wild River Pizza,OR,BrewHouse,-124.2348,42.1311,97415,2014,2015,410159503012044,41015950301
31115 W. Crossroads Ln.,Eugene,5204,Agrarian Ales,OR,BrewPub,-123.1297921,44.1890267,97408,2015,2015,410390003001011,41039000300
1485 E. 19th Ave.,Eugene,,East 19th Street Café,OR,BrewPub,-123.070053,44.039229,97403,2005,2015,410390049002011,41039004900
407 Blair Bl.,Eugene,5205,Sam Bond's Garage Brewing & Cafe,OR,BrewPub,-123.108765,44.055264,97402,2015,2015,410390042003021,41039004200
"520 Commercial St., Unit F",Eugene,4475,Viking Braggot Company,OR,MicroBrewery,-123.1677246,44.0542603,97402,2014,2015,410390043002043,41039004300
207 Madison St.,Eugene,4408,Oakshire Brewing Public House,OR,Brewery,-123.103363,44.057515,97402,2015,2015,410390040002032,41039004000
990 W 1st Ave.,Eugene,5927,Hop Valley Brewing Tasting Room,OR,Brewery,-123.107531,44.05819,97402,2015,2015,410390040002009,41039004000
1030 Tyinn St.,Eugene,3994,Claim 52 Brewing Co.,OR,MicroBrewery,-123.1368,44.048836,97402,2014,2015,410390043002057,41039004300
1055 Madera St.,Eugene,1855,Oakshire Brewing,OR,MicroBrewery,-123.140966,44.072944,97402,2009,2015,410390042001022,41039004200
272 Van Buren St.,Eugene,1539,Ninkasi Brewing Co.,OR,MicroBrewery,-123.1095,44.0569,97402,2007,2015,410390042003007,41039004200
1080 Valley River Way,Eugene,1834,BJ’s Restaurant & Brewhouse,OR,BrewHouse,-123.102471,44.067434,97401,2014,2015,410390029041010,41039002904
1334 Oak Alley,Eugene,3228,Falling Sky Brewing Co.,OR,BrewPub,-123.091997,44.045157,97401,2013,2015,410390038003007,41039003800
199 E. 5th Ave.,Eugene,,Steelhead Brewing Company ,OR,BrewPub,-123.0900886,44.0545973,97401,2005,2015,410390039001002,41039003900
"1574 Coburg Road, Box 226",Eugene,1855,Willamette Brewery,OR,MicroBrewery,-123.068378,44.079542,97401,2008,2008,410390029021018,41039002902
1243 High St.,Eugene,,High Street Brewery & Café,OR,BrewPub,-123.0879102,44.0461361,97401,2005,2015,410390038002012,41039003800
1600 Coburg Rd. # 4,Eugene,1834,BJ's Brewhouse,OR,BrewHouse,-123.067951,44.08023,97401,2008,2013,410390029021018,41039002902
844 Olive St.,Eugene,,Rogue Ales Public House,OR,BrewPub,-123.094587,44.050545,97401,2005,2014,410390039001061,41039003900
22 Club Rd.,Eugene,,North Bank,OR,BrewPub,-123.08494,44.059659,97401,2005,2015,410390030002023,41039003000
686 E. Broadway St.,Eugene,5484,Elk Horn Brewery,OR,BrewPub,-123.0824532,44.049867,97401,2015,2015,410390038001008,41039003800
2953 Ridgeway Dr.,Turner,2664,Gilgamesh Brewing,OR,MicroBrewery,-123.002392,44.8105199,97392,2011,2012,410470108013019,41047010801
318 S. Main St.,Toledo,3697,Twisted Snout Brewery & Public House,OR,BrewPub,-123.937307,44.618812,97391,2013,2015,410419514002047,41041951400
303 S. James St.,Silverton,2476,Seven Brides Brewing,OR,MicroBrewery,-122.789957,45.007998,97381,2010,2015,410470105031000,41047010503
243 N. Gaither St.,Siletz,,Siletz Brewing Co. & Public House,OR,BrewPub,-123.918038,44.7220203,97380,2005,2009,410419518002201,41041951800
199 N. Wolkau Rd.,Seal Rock,5619,Wolf Tree Brewery,OR,Brewery,-124.0083524,44.5288492,97376,2015,2015,410419512001013,41041951200
1 Abbey Drive,St. Benedict,4263,Benedictine Brewery @ Mt. Angel Abbey,OR,Brewery,-122.776616,45.058718,97373,2015,2015,410470104005073,41047010400
4157 N. Hwy 101,Lincoln City,,Lighthouse Brewpub,OR,BrewPub,-124.0022299,44.9969113,97367,2005,2015,410419503042000,41041950304
2320 OSU Drive ,Newport,,Brewer's on the Bay,OR,BrewPub,-124.0524032,44.6202579,97365,2005,2005,410419512002000,41041951200
748 SW Bay Blvd.,Newport,,Rogue Ales Public House,OR,BrewPub,-124.0557029,44.6277824,97365,2005,2015,410419511001031,41041951100
1658 N. Coast Hwy,Newport,2580,SKW Brewing Sea Town Pub,OR,BrewPub,-124.052884,44.649677,97365,2010,2010,410419509003000,41041950900
2320 OSU Dr. ,Newport,213,Brewer's on the Bay,OR,BrewPub,-124.04745918,44.6225841915,97365,2006,2015,410419512002001,41041951200
210 Monroe St.,Mt. Angel,,Mt. Angel Brewing Co.,OR,BrewPub,-122.799621,45.069106,97362,2005,2006,410470104004033,41047010400
3590 Wigrich Rd.,Independence,2767,Rogue Hop 'N Bed/Chatoe Rogue Tasting Room,OR,BrewPub,-123.1006606,44.8036653,97351,2011,2015,410530203022016,41053020302
341 SW 2nd,Corvallis,,Oregon Trail Brewery,OR,MicroBrewery,-123.26097,44.5612532,97339,2005,2005,410030106001042,41003010600
341 SW 2nd St.,Corvallis,1069,Oregon Trail Brewery,OR,MicroBrewery,-123.261202972,44.5616438722,97339,2006,2015,410030106001077,41003010600
33930-A Eastgate Circle,Corvallis,3964,Mazama Brewing,OR,MicroBrewery,-123.225212,44.562947,97333,2014,2015,410430307003005,41043030700
202 S.W. First St.,Corvallis,2691,Flat Tail Brewing,OR,BrewPub,-123.2593048,44.5627918,97333,2011,2012,410030106001044,41003010600
202 S.W. 1st St.,Corvallis,2691,Flat Tail Brewing Sports Pub & Brewery,OR,BrewPub,-123.2593048,44.5627918,97333,2013,2015,410030106001044,41003010600
300 SW Jefferson Ave.,Corvallis,2053,Block 15 Restaurant & Brewery,OR,BrewPub,-123.262086,44.562344,97333,2009,2015,410030106001053,41003010600
420 NW 3rd St.,Corvallis,,McMenamins Corvallis,OR,BrewPub,-123.2595158,44.5678271,97330,2005,2015,410030106001019,41003010600
160 NW Jackson Ave.,Corvallis,3643,Sky High Brewing,OR,MicroBrewery,-123.258914,44.564951,97330,2013,2015,410030106001038,41003010600
2001 NW Monroe Ave.,Corvallis,2022,McMenamins on Monroe,OR,BrewPub,-123.275135,44.568042,97330,2008,2015,410030011013011,41003001101
"635 NE Water Ave., Suite B",Albany,4669,Deluxe Brewing Co.,OR,MicroBrewery,-123.0981937,44.639025,97321,2014,2015,410430204003001,41043020400
"140 Hill St., NE",Albany,,Oregon Trader Brewing Co.,OR,BrewPub,-123.0938729,44.6392591,97321,2005,2015,410430204002021,41043020400
"3529 Fairview Industrial Dr., SE",Salem,,Cascade Microbrewery & Public Firehouse ,OR,BrewPub,-123.017254,44.9050898,97302,2005,2005,410470010003058,41047001000
2065 SE Madrona Ave.,Salem,2664,Gilgamesh Brewing Campus,OR,BrewPub,-123.018088,44.90557,97302,2013,2015,410470010003058,41047001000
2027 25th St. SE,Salem,4952,Salem Ale Works,OR,Brewery,-123.0103366,44.919289,97302,2015,2015,410470010001044,41047001000
3575 Liberty Rd.,Salem,,Thompson Brewery & Public House,OR,BrewPub,-123.0516324,44.9040193,97302,2005,2009,410470022022000,41047002202
3575 Liberty Rd. South,Salem,1278,Thompson Brewery & Public House,OR,BrewPub,-123.050676752,44.9040382166,97302,2010,2015,410470021011013,41047002101
2544 19th St.,Salem,4520,Santiam Brewing Co.,OR,MicroBrewery,-123.021025,44.915827,97302,2014,2015,410470010002034,41047001000
3529 Fairview Industrial Dr. SE,Salem,,Southside Speakeasy & Brewpub,OR,BrewPub,-123.017254,44.9050898,97302,2005,2006,410470010003058,41047001000
2359 Hyacinth St. NE,Salem,2425,Pale Horse Brewing Co.,OR,MicroBrewery,-122.999758,44.980511,97301,2010,2014,410470004003004,41047000400
210 Liberty St. SE,Salem,3416,Gilgamesh Brewing Lounge,OR,BrewHouse,-123.039419,44.938796,97301,2013,2014,410470002003045,41047000200
2195 Hyacinth St. NE,Salem,4341,Vagabond Brewing,OR,MicroBrewery,-123.00089,44.980644,97301,2014,2015,410470004003004,41047000400
888 Liberty St. NE,Salem,,Boon's Treasury,OR,BrewPub,-123.033357,44.94822,97301,2005,2015,410470002001030,41047000200
515 12th SE,Salem,,Ram Restaurant & Brewery,OR,BrewPub,-123.0298,44.93291,97301,2005,2015,410470002003052,41047000200
189 Liberty St.,Salem,3416,Gilgamesh Brewing Store,OR,BrewHouse,-123.038399,44.940873,97301,2012,2012,410470002002042,41047000200
6440 SW Capitol Hwy. ,Portland,3378,Sasquatch Brewing Co.,OR,BrewPub,-122.699044,45.47773,97239,2013,2015,410510067021006,41051006702
2828 NE Glisan St.,Portland,2585,Migration Brewing Co.,OR,MicroBrewery,-122.636568,45.526374,97232,2011,2015,410510020002004,41051002000
1700 NE Broadway,Portland,1803,Broadway Grill & Brewery,OR,BrewHouse,-122.648303,45.534863,97232,2008,2015,410510024022000,41051002402
1321 NE Couch St.,Portland,2587,Natian Brewery (by appt only),OR,MicroBrewery,-122.652137,45.523978,97232,2011,2015,410510021001105,41051002100
1504 N.E. Broadway ,Portland,,McMenamin's on Broadway ,OR,BrewPub,-122.6502161,45.5348657,97232,2005,2015,410510024022002,41051002402
825 N.E. Weidler ,Portland,,BJ's Restaurant and Brewery,OR,BrewPub,-122.6568532,45.5345429,97232,2005,2008,410510024023022,41051002402
2117 NE Oregon St.,Portland,5502,Culmination Brewing Co.,OR,Brewery,-122.643928,45.528933,97232,2015,2015,410510020001031,41051002000
17100 NW Sauvie Island Rd.,Portland,4202,Captured by Porches Beer Bus,OR,BrewHouse,-122.823026,45.6455,97231,2014,2015,410510071002048,41051007100
14740 NW Cornell Rd. ,Portland,1017,Oak Hills Brewpub,OR,BrewPub,-122.826757105,45.5307463439,97229,2006,2015,410670315071020,41067031507
14740 NW Cornell Road ,Portland,,Oak Hills Brewpub,OR,BrewPub,-122.8301336,45.5311086,97229,2005,2005,410670315062020,41067031506
832 N. Beech St.,Portland,,Amnesia Brewing,OR,BrewPub,-122.6751185,45.5494592,97227,2005,2015,410510034023038,41051003402
929 N. Russell St. ,Portland,1548,Widmer Brewery,OR,BrewPub,-122.676112651,45.540977078,97227,2006,2015,410510023031012,41051002303
2326 N Flint Ave.,Portland,5391,Ex Novo Brewing Co.,OR,Brewery,-122.668404,45.54002,97227,2015,2015,410510023031004,41051002303
825 N. Cook St.,Portland,4096,Ecliptic Brewing,OR,BrewPub,-122.674951,45.546983,97227,2014,2015,410510022031015,41051002203
3947 N. Williams Ave.,Portland,2994,HopWorks Bikebar,OR,BrewHouse,-122.6667359,45.5520581,97227,2012,2015,410510034022013,41051003402
240 N. Broadway,Portland,2268,Upright Brewing Co.,OR,MicroBrewery,-122.668554,45.534985,97227,2010,2015,410510023031030,41051002303
3901 N. Williams Ave.,Portland,1466,5th Quadrant,OR,BrewPub,-122.666905717,45.5507789939,97227,2007,2015,410510034022024,41051003402
1 Center Ct.,Portland,1989,Pyramid Taproom at Schonely’s Place,OR,BrewHouse,-122.667804,45.532041,97227,2008,2015,410510023031088,41051002303
836 N. Russell St. ,Portland,1546,White Eagle Saloon,OR,BrewPub,-122.674978725,45.540702964,97227,2006,2015,410510023031011,41051002303
929 N. Russell Street ,Portland,,Widmer Brewery,OR,BrewPub,-122.6764179,45.5411986,97227,2005,2005,410510022031069,41051002203
836 N. Russell Street ,Portland,,White Eagle Saloon,OR,BrewPub,-122.6754525,45.540756,97227,2005,2005,410510023031011,41051002303
4495 SW Scholls Ferry Rd. ,Portland,1147,Raleigh Hills Pub ,OR,BrewPub,-122.747230344,45.4880173393,97225,2006,2015,410670303002006,41067030300
7424 SW Beaverton-Hillsdale Hwy ,Portland,,Raccoon Lodge & Brewpub ,OR,BrewPub,-122.7541523,45.4857947,97225,2005,2015,410670304011000,41067030401
4495 SW Scholls Ferry Road ,Portland,,Raleigh Hills Pub ,OR,BrewPub,-122.7475,45.487402,97225,2005,2005,410670303002006,41067030300
6959 SW Multnomah Rd.,Portland,,Old Market Pub,OR,BrewPub,-122.748356,45.4657094,97223,2005,2015,410670305023000,41067030502
12568 SW Main St.,Tigard,1542,Max's on Fanno Creek,OR,BrewPub,-122.7746,45.429,97223,2007,2015,410670308014000,41067030801
12272 S.W. Scholls Ferry Rd.,Tigard,,McMenamins Greenway Pub,OR,BrewPub,-122.8033826,45.4433147,97223,2005,2015,410670319111002,41067031911
14610 SW Sequoia Pky,Tigard,,John Barleycorns,OR,BrewPub,-122.7466426,45.4145014,97223,2005,2015,410670308061001,41067030806
5821 SW International Way,Milwaukie,3687,Breakside Brewery,OR,MicroBrewery,-122.603765,45.43089,97222,2014,2015,410050215001011,41005021500
5691 SE International Way ,Milwaukie,,Peak Northwest Brewing Company ,OR,MicroBrewery,-122.6049728,45.4319867,97222,2005,2006,410050215001016,41005021500
7675 SW Capitol Highway ,Portland,,Lucky Labrador Public House ,OR,BrewPub,-122.7096446,45.4689151,97219,2005,2015,410510066023033,41051006602
1700 N. Killingsworth St.,Portland,2670,Lucky Labrador Tap Room,OR,BrewHouse,-122.685083,45.562554,97219,2011,2015,410510035012001,41051003501
6698 SW Capitol Hwy,Portland,,Tucks Brewery and Cider Mill Lounge,OR,MicroBrewery,-122.7060785,45.4758613,97219,2005,2009,410510066022000,41051006602
8428 SW 22nd Ave.,Portland,4124,Moonshrimp Brewing Co. (by appt only),OR,MicroBrewery,-122.700251,45.464024,97219,2014,2015,410510065021022,41051006502
12105 N. Center Avenue ,Portland,,BJ's Restaurant and Brewery,OR,BrewPub,-122.6802985,45.6105268,97217,2005,2005,410510072011044,41051007201
3011 N. Lombard St.,Portland,2551,Rivergate Brewing @ North End Pub,OR,BrewPub,-122.697469,45.57717,97217,2011,2011,410510039013025,41051003901
430 N. Killingsworth St.,Portland,2423,Chapel Pub,OR,BrewHouse,-122.670506,45.562508,97217,2010,2015,410510034014001,41051003401
12105 N. Center Ave. ,Portland,148,BJ's Restaurant and Brewery,OR,BrewPub,-122.679899328,45.6131237912,97217,2006,2015,410510072011043,41051007201
"9710 SE Washington, Suite A ",Portland,,McMenamins at Mall 205 ,OR,BrewPub,-122.5639164,45.5180383,97216,2005,2015,410510082011022,41051008201
824 SE 73rd Ave.,Portland,2586,Mt. Tabor Brewing Co.,OR,MicroBrewery,-122.587359,45.517306,97215,2011,2011,410510016015008,41051001601
7805 SE Stark St.,Portland,4893,Montavilla Brew Works,OR,Brewery,-122.58329,45.519402,97215,2015,2015,410510017014020,41051001701
1520 S.E. 37th Ave.,Portland,,Greater Trumps,OR,BrewPub,-122.6254584,45.5117012,97214,2005,2015,410510013021001,41051001302
2235 SE 11th Ave.,Portland,4822,Baerlic Brewing Co.,OR,Brewery,-122.6547984,45.5069315,97214,2015,2015,410510011021091,41051001102
915 SE Hawthorne Blvd. ,Portland,862,Lucky Labrador Brewpub,OR,BrewPub,-122.656086797,45.5122594295,97214,2006,2015,410510011011184,41051001101
915 SE Hawthorne Boulevard ,Portland,,Lucky Labrador Brewpub,OR,BrewPub,-122.6562754,45.5124139,97214,2005,2005,410510011011184,41051001101
1629 SE Hawthorne Blvd.,Portland,64,Barley Mill Pub,OR,BrewHouse,-122.648941357,45.512167068,97214,2010,2015,410510012023003,41051001202
28th & SE Ankeny St.,Portland,4203,Captured by Porches Beer Bus,OR,BrewHouse,-122.637279,45.52214,97214,2014,2015,410510020004007,41051002000
1629 S.E. Hawthorne,Portland,,Barley Mill Pub,OR,BrewPub,-122.6487913,45.5124804,97214,2005,2009,410510012013015,41051001201
3702 S.E. Hawthorne Blvd.,Portland,,Bagdad Theater & Pub,OR,BrewPub,-122.6255212,45.5118436,97214,2005,2015,410510013021001,41051001302
2705 SE Ankeny St.,Portland,2369,Coalition Brewing Co.,OR,Brewery,-122.638049,45.522376,97214,2015,2015,410510020004007,41051002000
2724 SE Ankeny St.,Portland,2369,Coalition Brewing Co.,OR,BrewPub,-122.637976,45.521998,97214,2011,2014,410510020004016,41051002000
909 SE Yamhill St.,Portland,2891,Buckman Botanical Brewery,OR,Brewery,-122.6564226,45.5158911,97214,2015,2015,410510011011102,41051001101
938 SE 9th Ave.,Portland,1849,Green Dragon Bistro & Brewpub,OR,BrewPub,-122.656503,45.516199,97214,2008,2015,410510011011102,41051001101
7390 NE Cornell Rd.,Hillsboro,4255,BJ’s Restaurant & Brewhouse,OR,BrewHouse,-122.900463,45.539543,97214,2014,2015,410670326071026,41067032607
930 SE Oak St.,Portland,3131,Base Camp Brewing Co.,OR,MicroBrewery,-122.656318,45.519858,97214,2013,2015,410510021002052,41051002100
3632 SE Hawthorne Blvd.,Portland,1479,BridgePort Ale House,OR,BrewPub,-122.6264,45.512,97214,2007,2013,410510013021002,41051001302
939 SE Belmont St.,Portland,2937,Cascade Brewing Barrel House,OR,BrewPub,-122.6559727,45.5165252,97214,2011,2015,410510011011097,41051001101
701 E. Burnside St.,Portland,2581,Burnside Brewing Co.,OR,BrewPub,-122.658494,45.52327,97214,2011,2015,410510021001085,41051002100
1520 SE 7th Ave.,Portland,1255,Root's Brewing Co.,OR,BrewPub,-122.658124413,45.5119625853,97214,2006,2010,410510011021008,41051001102
715 SE Lincoln St.,Portland,2584,Harvester Brewing,OR,MicroBrewery,-122.658523,45.507968,97214,2012,2015,410510011021071,41051001102
909 S.E. Yamhill,Portland,1468,Yamhill Brewing Co.,OR,BrewPub,-122.656213281,45.5157770533,97214,2007,2014,410510011011128,41051001101
61 SE Yamhill St.,Portland,525,Hair of the Dog Brewing Co.,OR,BrewPub,-122.665545,45.515911,97214,2012,2015,410510011011052,41051001101
1810 SE 10th Ave. #E,Portland,2973,Commons Brewery,OR,MicroBrewery,-122.655713,45.509938,97214,2012,2015,410510011021064,41051001102
5846 NE Sandy Blvd.,Portland,5726,BTU Brasserie,OR,BrewPub,-122.602806,45.542587,97213,2015,2015,410510028012019,41051002801
4765 NE Fremont St.,Portland,12,Alameda Brewhouse,OR,BrewPub,-122.613794339,45.5484734835,97213,2012,2015,410510075002012,41051007500
3443 NE 57th Ave.,Portland,3132,Fire on the Mountain Buffalo Wings & Brewing Co.,OR,BrewPub,-122.604557,45.548052,97213,2012,2015,410510028011005,41051002801
5115 N.E. Sandy Blvd.,Portland,1932,Laurelwood Public House & Brewery ,OR,BrewPub,-122.610769,45.539995,97213,2008,2015,410510028012033,41051002801
4765 NE Fremont ,Portland,,Alameda Brewhouse,OR,BrewPub,-122.613645,45.5484823,97213,2005,2011,410510075002012,41051007500
1728 NE 40th Avenue ,Portland,,Laurelwood Public House & Brewery ,OR,BrewPub,-122.6217602,45.5357234,97212,2005,2005,410510027021047,41051002702
1728 NE 40th Ave. ,Portland,821,Laurelwood Public House & Brewery ,OR,BrewPub,-122.621414203,45.5354350801,97212,2006,2015,410510027021046,41051002702
700 NE Dekum St.,Portland,3666,Oregon Public House,OR,MicroBrewery,-122.658259,45.571794,97211,2014,2015,410510036012032,41051003601
5736 N.E. 33rd Ave.,Portland,,Concordia Brewery at Kennedy School,OR,BrewPub,-122.6302851,45.5644833,97211,2005,2015,410510036032017,41051003603
2231 NE Alberta St.,Portland,4201,Captured by Porches Beer Bus,OR,BrewHouse,-122.642535,45.559068,97211,2014,2015,410510032001018,41051003200
2204 NE Alberta St,Portland,1465,"Mash Tun, The",OR,BrewPub,-122.642602466,45.5589029334,97211,2007,2015,410510032002001,41051003200
820 NE Dekum St.,Portland,2583,Breakside Brewery,OR,BrewPub,-122.6568636,45.5717582,97211,2011,2015,410510036013005,41051003601
5201 NE Martin Luther King Jr. Blvd.,Portland,3348,Old Town Pizza / Old Town Brewing Co.,OR,BrewPub,-122.661476,45.560681,97211,2013,2015,410510034011023,41051003401
1620 NW 23rd  Ave. ,Portland,881,Lompoc Tavern,OR,BrewPub,-122.698759,45.534336,97210,2014,2015,410510049001005,41051004900
2730 NW 31st Ave.,Portland,,MacTarnahan's Brewing Company ,OR,BrewPub,-122.7130471,45.5414409,97210,2005,2015,410510043001174,41051004300
2327 NW Kearney St.,Portland,820,Laurelwood NW Public House ,OR,BrewPub,-122.698806503,45.5291286397,97210,2006,2010,410510047002013,41051004700
1616 NW 23rd  Ave. ,Portland,993,New Old Lompoc Pub & Brewery ,OR,BrewPub,-122.698289931,45.5341723695,97210,2006,2012,410510049001005,41051004900
1716 NW 23rd ,Portland,,McMenamins Tavern & Pool,OR,BrewPub,-122.6986208,45.5350521,97210,2005,2015,410510049001002,41051004900
2282 NW Hoyt ,Portland,,Ram's Head ,OR,BrewPub,-122.6983721,45.5268125,97210,2005,2015,410510047003006,41051004700
1616 NW 23rd  Avenue ,Portland,,New Old Lompoc Pub & Brewery ,OR,BrewPub,-122.698466,45.534297,97210,2005,2005,410510049001005,41051004900
1624 NW Glisan St.,Portland,847,Mission Theater & Pub,OR,BrewHouse,-122.687278718,45.5261052318,97209,2010,2015,410510050001112,41051005000
